Gene,Half_Life
YDR315C,45.99408453939881
YKL197C,45.98942023119793
YDR243C,45.97899351326245
YJL102W,45.969061168918635
YKL109W,45.94324724975924
YHR173C,45.939226352564084
YOR153W,45.93004780629713
YKL203C,45.92599297554906
YBR194W,45.91207269688499
YBR147W,45.906265415401094
YLR004C,45.89389616646323
YNR007C,45.85572946191446
YJL149W,45.831545792423064
YLR341W,45.82809967035537
YLR232W,45.796611296160926
YEL062W,45.79253273100385
YNL243W,45.786141857589314
YPR127W,45.76689793807642
YKL118W,45.73214097638149
YOR044W,45.722867400670935
YJR036C,45.68514139279563
YDR124W,45.669942034060206
YJL098W,45.668553346895465
YBR293W,45.6271786059384
YBR020W,45.60061502936609
YBR089W,45.5976067881292
YIL007C,45.59429263004851
YML043C,45.5914433169201
YPR021C,45.57106063690272
YPR052C,45.562079413556766
YCR028C-A,45.557925586774225
YDR344C,45.53496303795241
YJR145C,45.52242502051701
YNL211C,45.504608341230906
YER073W,45.474469215472844
YJL092W,45.472081100740304
YBL062W,45.471637476767874
YIL116W,45.47077080864714
YKR055W,45.434777804073946
YDL125C,45.42981750045823
YDR467C,45.42040936176451
YDR262W,45.40265441317791
YMR254C,45.372245206725744
YLR108C,45.364427384822434
YOR364W,45.344811475294954
YLR030W,45.344188192222035
YLR415C,45.32470116708029
YGR134W,45.308533611036836
YLR077W,45.29771184819799
YER046W,45.28175261353299
YLR237W,45.27970862559748
YDR454C,45.27382530013737
YJL113W,45.2603431035496
YPL249C,45.231093639125646
YHR109W,45.211290721960076
YPL006W,45.209020011610306
YMR292W,45.19991877496509
YPL028W,45.1985104277572
YKL124W,45.1906415714826
YLR201C,45.1785010937162
YOR354C,45.17256124383732
YDR164C,45.15831524319708
YMR181C,45.15124306099214
YIL153W,45.127558021123825
YER158C,45.119263982072816
YOR022C,45.107548241935206
YMR044W,45.10387712953843
YNL100W,45.08952481821593
YHR183W,45.08325416564659
YLR371W,45.082888745036676
YFL013C,45.07023932099972
YBR179C,45.048171269314025
YEL002C,45.04273942844841
YNL227C,45.041814459535175
YMR172C-A,45.02054324440908
YGR285C,45.01529901575308
YGL062W,45.004697401919366
YFR042W,44.962391175778656
YCR041W,44.951055149064594
YPL091W,44.92181672897203
YNL050C,44.9203852668475
YPL241C,44.919948846659295
YKR047W,44.91012547015928
YDR050C,44.892734591294776
YFR056C,44.888798048815254
YDL016C,44.84039095441487
YLR135W,44.79839765875263
YCL028W,44.78347234968111
YGR258C,44.777787787239525
YPR012W,44.767357529456035
YLR146C,44.74704387840926
YAR042W,44.693636351977304
YLR287C-A,44.679162296495626
YDR163W,44.67690901455077
YIL102C,44.67302847758616
YIR016W,44.60950363369497
YFL008W,44.58952905336256
YNR055C,44.5788449592236
YCR030C,44.556355702564495
YNL225C,44.53615290876962
YJL074C,44.53339971342242
YNL053W,44.53305573443547
YMR020W,44.53072608319035
YBL045C,44.528799694045226
YNL322C,44.51712614390872
YGR184C,44.51228459768884
YFR045W,44.496564214080166
YOR099W,44.48411014945303
YER144C,44.477965913507056
YPL282C,44.47335893954398
YJL125C,44.470565303349886
YPL039W,44.46510259787437
YPL236C,44.46135641118391
YKL105C,44.441874332152324
YBR295W,44.4334764285864
YBR292C,44.42593945335308
YPR068C,44.41353166740774
YGL199C,44.410534205293914
YJR151C,44.408692334500465
YHL025W,44.38613145840851
YCR008W,44.3461852657119
YDR154C,44.34552895348519
YML010C-B,44.33860086875169
YDR005C,44.32938928840457
YDR208W,44.308433435658806
YCR032W,44.29872576767038
YMR128W,44.29799263494548
YHL013C,44.29543713325783
YNL076W,44.28456310241916
YGL132W,44.28287872045971
YOR369C,44.276906866059825
YKR089C,44.27658770590545
YOR128C,44.25845903632512
YLR339C,44.25598996347432
YDR064W,44.23053506671897
YPR079W,44.222404954283796
YER161C,44.20053071786517
YFR043C,44.183168663194635
YML006C,44.16043526874268
YKL188C,44.15688814440363
YNL117W,44.13100399754013
YML100W-A,44.119656696951274
YOL050C,44.10381306557078
YER155C,44.08102752106629
YPR147C,44.06384643680101
YOR087W,44.06302877517296
YCL001W,44.028415986122184
YAR047C,44.019263283334254
YNR020C,44.01879281329685
YNL085W,44.008593194061774
YPR048W,44.00607577729409
YML025C,44.00508186672413
YBL026W,44.00209415838111
YER033C,44.001259514211576
YBR035C,43.99268162865965
YLL056C,43.99119154738094
YOL156W,43.98168418042883
YOL163W,43.97295272750382
YEL017C-A,43.93003372956929
YOL129W,43.89340518708162
YDR148C,43.86040402229274
YLL019C,43.85423382928352
YOR162C,43.85282311132638
YKL217W,43.851318636581304
YHL016C,43.83097913262259
YLR386W,43.83021947555625
YJL035C,43.82611261877259
YAR060C,43.82213488935074
YLR139C,43.808785810557666
YLR138W,43.801165711506805
YBR236C,43.78770616965351
YGR203W,43.78746654335911
YJL126W,43.77232739658204
YML068W,43.75431646518021
YPL079W,43.74245756993323
YDR505C,43.7315593953802
YBR297W,43.710974281162606
YOR325W,43.71018526759442
YKR010C,43.682496603168886
YGR097W,43.67131559254068
YIR035C,43.65166552129915
YGR121C,43.64820439272474
YGL032C,43.62033093706371
YIL149C,43.59519404684218
YGL027C,43.58312093598685
YER101C,43.558421335844116
YAL029C,43.55665085690071
YNL247W,43.52094135233025
YAL046C,43.5132042923219
YPR121W,43.51123555508811
YKL074C,43.47473515395915
YNL025C,43.473862879057826
YGR094W,43.470922541135195
YGR243W,43.46801986668027
YBL071C,43.46197692645079
YKR042W,43.44987041174363
YDR170C,43.41605762843142
YJL094C,43.402142048538266
YMR083W,43.39769396900585
YDL079C,43.39741124085278
YJR101W,43.39660484105931
YLR227C,43.39502724219217
YNL054W,43.39259164791642
YIL150C,43.3747432828088
YDL098C,43.359469383565475
YOL157C,43.327522816187646
YPL214C,43.32442507194443
YOR378W,43.31464833980291
YJR090C,43.31238552318635
YDR341C,43.30732237368964
YDL241W,43.304462566547194
YBR249C,43.29307886391312
YJL096W,43.28870043066291
YLR448W,43.2680669762567
YDR328C,43.24577810577205
YOL096C,43.23758891706987
YPL226W,43.195549848295684
YLR220W,43.19275021847747
YHR172W,43.189665222710076
YOR031W,43.15740374411294
YJL193W,43.13826786279165
YMR119W-A,43.138044664204294
YDR141C,43.13057881178344
YPL160W,43.12879599488804
YMR230W,43.12525352334446
YLR090W,43.120840741124645
YER060W,43.12040516896642
YMR283C,43.1148344351318
YMR244C-A,43.09938076054831
YJL075C,43.05359514976447
YEL067C,43.05278986133765
YJL204C,43.03995866981458
YKR063C,43.03760540475576
YPL172C,43.036615356399686
YML032C-A,43.00028117269273
YNR025C,42.99820030111831
YBR059C,42.9890648191054
YMR065W,42.96661015248436
YPL138C,42.95714872072679
YJL029C,42.943642904420905
YNL213C,42.93441848594506
YGR116W,42.92823850459104
YGR120C,42.92785271473237
YJL175W,42.91959054262554
YDR209C,42.866089534371895
YLR117C,42.851892067681185
YLR043C,42.83656774158482
YPR074C,42.81683485508825
YDL181W,42.81157024624026
YIR036C,42.79953930215842
YGL038C,42.79509567044769
YNL139C,42.78972300346222
YLR350W,42.77953853689697
YKL213C,42.779039766452236
YKL014C,42.7636941610288
YGR022C,42.757413817131585
YLR202C,42.738915283253284
YJR125C,42.73397944481366
YDR529C,42.722323681212686
YJR025C,42.71472949577444
YDL085W,42.69659845656895
YHL009C,42.691038359126175
YPL278C,42.680116671599386
YOR331C,42.657903605586995
YOR203W,42.65456058496856
YKL201C,42.64820869576413
YLR124W,42.64224921867273
YIL156W,42.6407063758419
YIL151C,42.63922610880452
YDR287W,42.62992120915042
YPL097W,42.614331587023834
YKL209C,42.61176608496217
YBL090W,42.60445266163237
YGL262W,42.58727377838193
YJL082W,42.561462697821845
YIL083C,42.548844224617866
YOR288C,42.53517038548092
YKL204W,42.53415977917023
YMR069W,42.531206854884836
YMR199W,42.52687754270405
YDR306C,42.4971499793789
YDL045W-A,42.49664947814014
YHR177W,42.49277979522793
YNR006W,42.486598014910115
YKL006C-A,42.48321649769064
YHL014C,42.477009461287864
YDL243C,42.47557451906362
YOL082W,42.382806107425424
YOR383C,42.35710910754382
YMR306C-A,42.334591609248
YGR026W,42.327680691882556
YLR094C,42.32543778789766
YKL130C,42.2897332414982
YAL024C,42.284509554822854
YCL007C,42.271314532979865
YDR332W,42.2604036648622
YFR016C,42.258245364701985
YOL108C,42.24325973288368
YML024W,42.23032161917305
YBR013C,42.22658863952491
YPL019C,42.22501662507061
YBR062C,42.222680431254595
YGR146C,42.18209532250814
YMR072W,42.16506288053825
YAL014C,42.16494600679919
YFL033C,42.155731410367345
YKR031C,42.15321865051942
YIL152W,42.15117314687143
YLR365W,42.14864734475553
YCL044C,42.123677282313174
YOL071W,42.12280719035828
YJR094W-A,42.12270729251435
YGR093W,42.09341430601995
YER100W,42.052487151819356
YDR464W,42.05237499202792
YDR022C,42.04879872972151
YHR113W,42.046301767068876
YEL059W,42.01972332488504
YNL158W,41.99771313610904
YLR315W,41.96949524235718
YDR185C,41.964378022363704
YOR126C,41.95602330118083
YDR128W,41.92685973957533
YOR242C,41.905574257151244
YLR005W,41.869367780236146
YMR193C-A,41.86550053169642
YJR011C,41.844166393181474
YLL047W,41.83977488958966
YLR188W,41.793575581698946
YML056C,41.78048136548463
YFL002C,41.779030283123795
YKR053C,41.76200676771884
YNR060W,41.75260875708302
YJR142W,41.75026254757262
YNL146W,41.743714024154144
YGR185C,41.730867540009335
YPL035C,41.725702786737514
YDR536W,41.6892308153005
YGR115C,41.677596574512705
YCR028C,41.658926678404654
YGR098C,41.65701535501763
YLR231C,41.64073109602081
YDR294C,41.633357765505586
YNL273W,41.632601766568285
YGL104C,41.622903799124266
YDL227C,41.60163511868438
YBR030W,41.599685304510395
YGR193C,41.593041486723486
YNL102W,41.58258331992729
YGL221C,41.56132225929536
YLR248W,41.5327363997198
YAL035W,41.52547102652423
YCR004C,41.51304175473415
YDR387C,41.4970657319146
YDR210W,41.49176079516693
YPL143W,41.49087324663416
YLR120C,41.48085165368553
YJR063W,41.47651195023356
YNR032W,41.44504121620598
YPL034W,41.436562920920565
YKL043W,41.43461637350223
YML097C,41.41423067457849
YPL048W,41.41135501518182
YIL163C,41.410641223446305
YDR158W,41.40592716281767
YEL061C,41.40320322799145
YDR541C,41.401459901067476
YLR254C,41.38643041044079
YER078C,41.37532588486162
YMR193W,41.359355340989026
YDR173C,41.31310588958268
YER152C,41.301773306393734
YBL060W,41.280166267152
YER170W,41.27678510802685
YMR229C,41.27013918082212
YDR537C,41.26927773153566
YMR108W,41.25652353544658
YGL253W,41.24801072777605
YMR154C,41.23255284735201
YAL001C,41.22942298314175
YLR424W,41.22564025063905
YAR044W,41.21935594152075
YGL224C,41.21776358536191
YNL128W,41.184874665457414
YGL231C,41.17744023166245
YPL229W,41.177126182152584
YLR044C,41.1552791790999
YFL019C,41.1489867164086
YNL294C,41.113555692160716
YPR132W,41.09210439019472
YPL065W,41.0722033948577
YPR179C,41.063462736412085
YLR239C,41.04586240324741
YPL155C,41.03542542941635
YLR025W,41.02604284033144
YKR060W,41.01307344116048
YDR432W,41.00536158821587
YLR346C,40.99859651616734
YDR333C,40.99241804544937
YKL065C,40.95233547477289
YMR067C,40.9413303157318
YPR146C,40.930434669869726
YLR343W,40.92115143041755
YJL174W,40.91408541463264
YPR123C,40.89423749635188
YAR014C,40.88264393983857
YIL056W,40.85944784718341
YER132C,40.84507296916011
YHR099W,40.822057814951854
YGL043W,40.80428198119392
YJL091C,40.77757722660431
YIL055C,40.77314122611441
YDR503C,40.772239469565456
YOR119C,40.76493338838101
YOR315W,40.751020451498555
YCL033C,40.750368333933295
YDR079W,40.74324648783653
YJL169W,40.73431466076787
YJR035W,40.70342369857641
YGL176C,40.68436382895468
YPL161C,40.66139755211071
YPL012W,40.64235827042988
YDR425W,40.625408247500864
YJR141W,40.62411397173568
YDR447C,40.619544636195315
YDL080C,40.613992598010434
YPL260W,40.613258295826334
YDR028C,40.61069093933086
YHR056C,40.608868366191835
YGL087C,40.597737609269714
YBL094C,40.54844541447264
YGL113W,40.54372454297704
YML011C,40.49881078203999
YBL013W,40.47698398629757
YJR100C,40.46832253325486
YBR241C,40.46770997550976
YHR097C,40.466346905702316
YGR204W,40.464551534903904
YJL130C,40.44397164461055
YGL229C,40.43855602780379
YOR191W,40.434582712982085
YGL128C,40.42811998813431
YOR245C,40.4220437761945
YPL007C,40.41695418124355
YHL008C,40.40172897770959
YER173W,40.38945494915118
YMR042W,40.36393686570497
YHL040C,40.34706235117938
YDR371W,40.33549611307926
YER077C,40.33411071721168
YNR033W,40.309457574428755
YCL038C,40.30933079517399
YOR069W,40.30440949719236
YBR184W,40.30374193768673
YKR050W,40.29929085090003
YMR165C,40.29289092657747
YBL079W,40.288715200891595
YOR135C,40.246914872740724
YMR219W,40.2142847201649
YAL068C,40.19808269764363
YMR073C,40.18827913088253
YLR307W,40.18475137921296
YER134C,40.13442847440002
YJL011C,40.099121895678465
YGL076C,40.09550687803322
YBL084C,40.05935576599312
YFR009W,40.04484385831862
YLR450W,40.03157210435607
YGR099W,40.01041159418703
YPR076W,40.000955711647656
YBR217W,39.98949601429791
YDR138W,39.98847677205985
YNR005C,39.9863315678382
YDR400W,39.982154688500785
YLR034C,39.961611525931424
YHL044W,39.95608842092239
YLR389C,39.945970028413996
YDL133W,39.93167880405761
YLR323C,39.91203100213621
YKL159C,39.895617609227024
YPL277C,39.860732593576174
YJL167W,39.84416238277556
YOR302W,39.841415446449595
YER182W,39.83686497095864
YDL002C,39.8172013032423
YLR271W,39.80459982667075
YOL036W,39.801828326046994
YHR192W,39.80176563516222
YER129W,39.79061255547254
YGL042C,39.749455661141944
YOR286W,39.745108253981435
YOR202W,39.741932063602555
YPR011C,39.741632738374086
YLR444C,39.727508747779524
YPL099C,39.72208501203121
YER142C,39.72163744944287
YNR016C,39.72082429009342
YGR117C,39.72074060760912
YMR008C,39.71965040237256
YHR146W,39.71369397309892
YNL140C,39.70007272261713
YDR249C,39.697859257897726
YOR125C,39.687853811709
YKL039W,39.686653564532286
YDR524C,39.68407187747063
YPL267W,39.67950441230674
YDL108W,39.65947424036055
YDR265W,39.652724678407935
YGR287C,39.63013353945612
YPR189W,39.59254567051457
YBL087C,39.58945277385338
YAL032C,39.582277864593486
YDR360W,39.58161305765717
YDR261C,39.535738848108046
YPL134C,39.50220324311904
YPR180W,39.49070773199205
YLR185W,39.47946299923242
YPL074W,39.4758593845368
YOR196C,39.455773809554906
YKR057W,39.41050564691025
YBL095W,39.40330081119671
YPR053C,39.39208076303656
YOR194C,39.37792401477828
YIL131C,39.33927477315202
YER034W,39.3347364099513
YNR061C,39.31806518525347
YDR142C,39.316987056988324
YLL044W,39.29248958054213
YOR270C,39.27813816992585
YIL041W,39.26389366891322
YIL141W,39.257910513852764
YGL189C,39.240858102207646
YDR025W,39.22804685240447
YGL143C,39.22700532966115
YBR018C,39.22140931158627
YDR307W,39.22004470624082
YNL072W,39.21836389182666
YDR065W,39.19461012942064
YMR124W,39.18621010811366
YCL052C,39.18336815168772
YIL122W,39.17971706227226
YML067C,39.17451806336073
YEL059C-A,39.137430478260775
YOR238W,39.131131940937095
YER136W,39.04658780649647
YER143W,39.045096274266875
YPL096W,39.04008410234877
YPR122W,39.0334852007653
YLR032W,39.01873753686315
YML074C,39.003960795802676
YDR039C,38.989225832081566
YBR108W,38.98551437594444
YJL003W,38.984453902656085
YBR219C,38.9819949324908
YGR025W,38.97269964650146
YPR174C,38.971547245986294
YGR214W,38.97121159733743
YML103C,38.96491303899889
YHR028C,38.94663697957168
YCR001W,38.91271378550044
YIL079C,38.90583964720402
YLR118C,38.89777094836213
YBR275C,38.897218741619106
YDR355C,38.89247748738529
YER111C,38.88530355633815
YMR237W,38.878484769014236
YHR155W,38.87699993027997
YMR076C,38.87430765389448
YKR016W,38.864610789444065
YPR044C,38.85503694296913
YMR156C,38.85229940488323
YJR106W,38.84425747948638
YDR226W,38.840004811786294
YOR334W,38.82950942311441
YDL157C,38.80501618045458
YJR032W,38.80291545687671
YBR211C,38.78232151637049
YNL125C,38.77241543799517
YGR244C,38.754472594556105
YBR121C,38.7414093121289
YOR323C,38.74056533392965
YKL026C,38.723288259945214
YNL086W,38.72326174128364
YER140W,38.720893335445304
YNL064C,38.71239167403309
YIR019C,38.712296574572576
YJL137C,38.68979048382973
YBR225W,38.677945048199184
YOR291W,38.67140070082768
YPL220W,38.655572387342765
YDR284C,38.6521729470486
YHR164C,38.64803894080107
YLR084C,38.624264858457686
YLR342W,38.62129801542826
YOR359W,38.620352607607636
YLR387C,38.60065426071074
YHR114W,38.59822233100475
YBL004W,38.57542135495332
YCL008C,38.5733831681866
YHL015W,38.558948421076686
YCR045C,38.54527472243636
YPR188C,38.518023667257154
YHR111W,38.48550769759305
YGL218W,38.47733589766475
YHR009C,38.46628986479597
YKL115C,38.45410810765068
YJL182C,38.4488711636772
YCL041C,38.444678301233765
YLR095C,38.441592725058406
YBR238C,38.419562377218796
YMR147W,38.38713764668921
YGL235W,38.38604007090448
YDL088C,38.38105315914512
YDR069C,38.37971922341731
YDR108W,38.36828964536917
YOR353C,38.36576516801143
YDR242W,38.35575649541844
YOR068C,38.345231591236704
YDL113C,38.336875808661915
YIL174W,38.33528568675309
YDL115C,38.332862993106815
YPL182C,38.32364505697918
YPL156C,38.311845809916655
YKR088C,38.301975472020736
YNL130C,38.2972702278521
YKL083W,38.28961011976471
YIL137C,38.26669730443783
YOR322C,38.26594260123304
YLR038C,38.252992985706335
YPL191C,38.249965292412895
YER187W,38.242899485839565
YGL018C,38.24148466146841
YGL165C,38.22035646176476
YGL186C,38.20535032667714
YOR065W,38.19634480543794
YGR106C,38.170523740061455
YHR057C,38.1566156055816
YHR003C,38.14962426948275
YBL089W,38.13180399627817
YIL074C,38.113954512342495
YFR014C,38.10952659126045
YML009C,38.1079362399873
YJL155C,38.095863396769495
YDR386W,38.08054718857124
YOR114W,38.076817317590304
YLR123C,38.07227345226865
YIL029C,38.05623026561305
YDR462W,38.04481361628088
YDL191W,38.044215659015585
YOL003C,38.03803484114669
YFL005W,38.02666244569958
YPR186C,38.00936276392424
YJR089W,38.00011851462184
YJL039C,37.98930219018668
YNR044W,37.98288610149787
YNL069C,37.982194328672826
YLR345W,37.96383725582925
YCR097W,37.96014608909202
YJL191W,37.94054997389703
YKL084W,37.914598612209645
YBR286W,37.91181831927032
YKL024C,37.90991628859201
YKL193C,37.89929884779123
YDR080W,37.888950024665625
YBL040C,37.882991818465904
YIL082W-A,37.87082255978647
YJL188C,37.86729570839993
YHR074W,37.863192683229876
YHR163W,37.855047406317006
YDL015C,37.85253841692056
YDR310C,37.82875069252889
YLR218C,37.81352855217116
YLL061W,37.81113733563554
YKR066C,37.773840798688475
YPL197C,37.76805971817143
YHR141C,37.75513046121309
YLL048C,37.73723281667704
YOR223W,37.70884011649248
YIL034C,37.708536933245576
YDR325W,37.70814540512877
YPL071C,37.70759668022394
YAR019C,37.70494347789748
YMR315W,37.66778963574751
YDR126W,37.63333038876033
YLR394W,37.62512448394562
YLR396C,37.613435201192964
YJR148W,37.60213604063504
YGR023W,37.59966546239966
YIL115C,37.58133020911425
YIL006W,37.55701433706253
YHR094C,37.55158523711035
YAR075W,37.538145916674516
YDR036C,37.53314280245252
YML018C,37.526317581807035
YER117W,37.51269850564024
YBL065W,37.51148281187699
YPL070W,37.49642065370677
YGL140C,37.4950798580609
YKL140W,37.47832041998803
YDR067C,37.47718709564357
YCR016W,37.467434551736424
YLL040C,37.44124705496739
YER056C-A,37.4303862113831
YBR129C,37.42650027053307
YNL246W,37.425075614222884
YNL118C,37.41016792740344
YDL053C,37.40128045721861
YKL117W,37.39287274040385
YBR222C,37.374338121283635
YOR116C,37.36830031629125
YDR014W,37.35218775902792
YIR001C,37.34092366999758
YDR295C,37.33933992353854
YGL086W,37.30496127793383
YGR040W,37.280863318392335
YLR406C,37.2515509722418
YJL206C,37.24247546066982
YPL118W,37.22335791362661
YCL047C,37.217478975963104
YGL134W,37.199981685150505
YDR081C,37.194650719380185
YNR038W,37.19356834878661
YFR054C,37.18851676457529
YNL107W,37.186306076265325
YKL131W,37.185825909260494
YMR097C,37.17392077173821
YIL040W,37.16908955804199
YKR021W,37.16093629643029
YDL076C,37.1599227880589
YOR034C,37.14211708099241
YKL222C,37.1309494232167
YDR417C,37.11639236213467
YOR097C,37.11425710540284
YJR016C,37.11391550155816
YIL051C,37.107485924753085
YJL139C,37.09261857658292
YKR106W,37.09126787228665
YML117W,37.08490910093226
YPL060W,37.07341525190535
YJR048W,37.05726320013464
YOR338W,37.05548424577812
YHR076W,37.04823468802608
YEL027W,37.046585841038386
YBR071W,37.025025501130756
YOR341W,37.02485031591613
YJR146W,37.02363223035643
YNL167C,37.02335026964954
YIL105C,37.01855185921861
YKL116C,37.015061689898474
YKL071W,37.01447067100524
YKL085W,37.00684897099467
YNL115C,36.999355803198654
YIL043C,36.985853346105124
YGL159W,36.982709790990256
YDR066C,36.98267630918751
YER105C,36.97547967187155
YLR426W,36.972776791061406
YML058C-A,36.956556691011315
YJR014W,36.95293495466605
YDR519W,36.93174246865479
YGR105W,36.90560132832817
YML118W,36.902959820616005
YOR150W,36.89413872470326
YER045C,36.89134667472802
YOL091W,36.88445894608536
YDL174C,36.87359995498944
YHR065C,36.872009421305
YBL091C,36.85929436780446
YDR102C,36.85891104853918
YNL259C,36.85665648415834
YKL110C,36.854326357688485
YDR395W,36.85382722129426
YLR225C,36.845910665354964
YDL235C,36.83784823778615
YLR075W,36.8337328615481
YNL250W,36.82495893018699
YNL293W,36.81051870307394
YJR067C,36.79779969709698
YOR095C,36.7903025547285
YLR111W,36.790083051703085
YIL173W,36.774641796648915
YJL056C,36.77304373044833
YOL025W,36.74029391567945
YKL025C,36.709622016350075
YBR270C,36.70555620122524
YHR122W,36.702802906921214
YKL087C,36.67441898958495
YDR106W,36.672483130203794
YDR313C,36.65924327452842
YNL043C,36.64817045336249
YMR276W,36.644006242491955
YJL084C,36.6285464610484
YGL237C,36.620591647265975
YOR304C-A,36.617821343361015
YDL048C,36.6176957493753
YJR117W,36.61141435105213
YDR196C,36.59552374026174
YLR247C,36.59421195775008
YNL205C,36.56819148898952
YKL093W,36.56757699695298
YLR398C,36.54593248703995
YBR014C,36.54298657272806
YJR108W,36.51763640616357
YLR001C,36.5005682497021
YGR293C,36.50008800134153
YPR043W,36.48669994204356
YLR317W,36.47905356141876
YML004C,36.47823360920551
YDL233W,36.45788614824486
YMR126C,36.409047297869996
YEL038W,36.40600492711846
YGR039W,36.394728444689086
YOL065C,36.39308961189166
YDL142C,36.39219391743172
YBL057C,36.3914372686433
YER095W,36.35437107849423
YJL162C,36.35308064247802
YBL097W,36.35127165543463
YDR335W,36.350072713556905
YKL100C,36.322479322338324
YNR048W,36.297236834568515
YLL025W,36.28496110360527
YHL028W,36.28163391905519
YOR253W,36.26374892769416
YHR159W,36.262360617222214
YOR138C,36.253617086151216
YPR097W,36.25082876972455
YLR374C,36.23960320422797
YBR221C,36.21987441533895
YGR122W,36.202987329303376
YGR020C,36.15195458961583
YDL025C,36.14926445820435
YDR122W,36.1461160223742
YDR082W,36.135832144555366
YEL018W,36.13375905291115
YLR402W,36.124424161687934
YHR035W,36.12381796742014
YOR122C,36.108748368645024
YGR084C,36.10760364027834
YOR109W,36.10584408995602
YKL031W,36.08814980483572
YHR194W,36.083891616866154
YLR136C,36.081190951518366
YLR432W,36.08035671222705
YNL295W,36.07445601760349
YMR111C,36.04863589484507
YGR019W,36.043111168235704
YGR114C,36.02528912802873
YGL233W,36.013578055749804
YFL027C,36.01339692102374
YKL166C,36.00528005135392
YPL026C,36.004652539529786
YGR271W,35.97008464941277
YBR134W,35.968270963189205
YMR157C,35.967015015613796
YML008C,35.96124087595135
YGL219C,35.94636967452409
YDL083C,35.923806096298925
YEL001C,35.92138648603858
YGR032W,35.916270980033026
YDL075W,35.900866804478376
YOR163W,35.87615238466798
YKL108W,35.870641522858605
YPR177C,35.86128983478423
YAL055W,35.8515971965291
YNL123W,35.84078418210662
YIL072W,35.8231425566975
YLR400W,35.817649384841424
YIL068C,35.81671610395176
YKL183W,35.814357653991905
YDR221W,35.810456743764426
YPR019W,35.80360308408034
YOL078W,35.79972683800278
YAL011W,35.79464270044308
YDR514C,35.778979435035694
YBR186W,35.768440708529546
YJL177W,35.73938366190165
YOL046C,35.736342855884054
YJR158W,35.735528939736064
YGL196W,35.728551699887355
YLR184W,35.721524397239804
YBL007C,35.71629952651325
YOR200W,35.702799418536465
YNL162W,35.684517216594934
YAR073W,35.68306352938127
YKL056C,35.67680660046181
YOR049C,35.668890723912504
YNL104C,35.6680115953527
YLR145W,35.66287526528934
YHL042W,35.66063627964191
YGR291C,35.64432848227804
YGL105W,35.63799766633436
YDR345C,35.63149493151254
YJL095W,35.603521794902434
YER167W,35.58948965120874
YNL309W,35.55364483250574
YPL008W,35.517943492295686
YBR079C,35.513744870019565
YCR079W,35.505245482390855
YOR054C,35.4977628364006
YJL038C,35.46133168355142
YOR221C,35.4606318449136
YDR288W,35.44115830802227
YJR083C,35.43170905202522
YIR044C,35.43168099482851
YKR075C,35.41199594130808
YLR419W,35.400050395575626
YMR007W,35.39287705994643
YHR203C,35.367070477736355
YOL123W,35.365220692943666
YKR064W,35.34344006865755
YPR161C,35.331394815327656
YLR276C,35.32320533125156
YBR204C,35.31723575554248
YIL012W,35.30956198146962
YMR134W,35.303201221426704
YDL179W,35.29901065802983
YIL052C,35.2810321318336
YOL102C,35.264838108974615
YNL037C,35.23748798517262
YHR129C,35.208071673246344
YOR051C,35.20134833737601
YDL119C,35.18492829395284
YOR384W,35.17868635926161
YMR209C,35.17009467786687
YGR188C,35.1554841423239
YDR382W,35.15365089968811
YFL030W,35.1416106336483
YML026C,35.12542687586511
YJR023C,35.12003872446848
YMR198W,35.11839525955594
YDR450W,35.08825827152646
YFR024C-A,35.05203789195846
YJL055W,35.03778570538532
YJL005W,35.017940574040274
YFR017C,35.00935415861535
YLR187W,35.005933241518754
YMR058W,34.99887113452382
YPR013C,34.99292941417428
YBR210W,34.973263396858535
YCR076C,34.970580235065945
YGR183C,34.92162220637135
YIL108W,34.89324448529534
YOR208W,34.88055998953508
YDL164C,34.87117959361031
YOR147W,34.8619377424843
YHL047C,34.86178110517207
YNL301C,34.861675421768275
YIL084C,34.858433177188054
YLL052C,34.85517375382968
YOR303W,34.83517825239028
YLR443W,34.82846390125673
YOL013C,34.814656890149735
YDR149C,34.8122082408727
YGR270W,34.80075670930353
YBR111C,34.79537963436159
YGR092W,34.785050733921956
YDL078C,34.7729193108571
YLR265C,34.751640142450384
YML085C,34.74240203377098
YER022W,34.71850760940351
YKL051W,34.707738405126356
YOR171C,34.706191694481305
YDR402C,34.69159315000193
YEL056W,34.69028590216206
YBR120C,34.690219572286175
YJL211C,34.669571850140954
YJR044C,34.66391862819352
YNL203C,34.65466611594131
YER029C,34.653740053923116
YOR009W,34.647877667001765
YDR004W,34.63392538592829
YOR148C,34.632489659420756
YDL072C,34.60823151409717
YIL159W,34.59620308394727
YNL266W,34.59221337703223
YAL023C,34.58012591172991
YOR016C,34.56997768197809
YBR181C,34.56888271283221
YOR083W,34.56743528738462
YPR138C,34.56306620063321
YHL001W,34.55121363738015
YJL168C,34.54991813248499
YOR182C,34.54001521502233
YPL098C,34.53492573481197
YOR042W,34.528892660411465
YDR246W,34.51985679887461
YKL098W,34.50154618141163
YJL051W,34.45931232401719
YLR006C,34.4554549247272
YPR162C,34.43479003463762
YNR013C,34.429483809752774
YNL257C,34.404449880676374
YDL062W,34.4017061550047
YOR289W,34.387362507591504
YDR093W,34.38311959877551
YDR236C,34.380228152249586
YOR211C,34.37496445237112
YJL037W,34.372951328987526
YKL119C,34.359455963680595
